City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
285,ciudad insurgentes,25.2625,-111.7753,69.53,69,0,8.52,MX,1698505345
286,sao paulo de olivenca,-3.3783,-68.8725,94.8,46,100,2.77,BR,1698505345
287,ulaangom,49.9811,92.0667,28.11,49,18,4.25,MN,1698505345
288,remire-montjoly,4.9167,-52.2667,93.24,52,75,6.91,GF,1698505345
289,kununurra,-15.7667,128.7333,69.78,49,42,0.0,AU,1698505108
290,inhambane,-23.865,35.3833,76.86,65,0,11.97,MZ,1698505346
291,nuku'alofa,-21.1333,-175.2,71.94,83,20,13.8,TO,1698505346
292,barreirinhas,-2.7469,-42.8264,94.64,42,78,16.04,BR,1698505346
293,banda aceh,5.5577,95.3222,80.01,78,100,1.43,ID,1698505346
294,uturoa,-16.7333,-151.4333,78.12,80,100,7.63,PF,1698505347
295,yamada,39.4667,141.95,56.73,89,74,2.95,JP,1698505347
296,sattenapalle,16.4,80.1833,74.75,91,61,4.41,IN,1698505347
297,banyo,6.75,11.8167,82.67,49,16,5.7,CM,1698505347
298,port isabel,26.0734,-97.2086,86.02,74,0,5.99,US,1698505347
299,goundam,16.4145,-3.6708,101.75,6,12,5.73,ML,1698505348
300,ain arnat,36.1868,5.3135,73.2,31,40,10.36,DZ,1698505348
301,encruzilhada do sul,-30.5439,-52.5219,67.01,94,100,6.08,BR,1698505223
302,sinabang,2.4803,96.3801,78.76,86,99,2.86,ID,1698505349
303,new norfolk,-42.7826,147.0587,51.93,75,51,7.25,AU,1698505349
304,quellon,-43.1167,-73.6167,46.96,75,99,19.91,CL,1698505304
305,pingdingshan,33.7385,113.3012,66.51,54,0,5.48,CN,1698505350
306,gulu,2.7746,32.299,70.03,92,69,4.32,UG,1698505350
307,makanya,-4.3667,37.8333,80.74,59,100,7.52,TZ,1698505350
308,ola,59.5833,151.2833,28.87,69,82,6.2,RU,1698505351
309,canutama,-6.5339,-64.3831,100.15,33,100,3.85,BR,1698505351
310,nuuk,64.1835,-51.7216,30.81,64,2,0.0,GL,1698505351
311,sinop,41.7711,34.8709,62.83,67,99,1.48,TR,1698505351
312,casa branca,-21.7739,-47.0864,74.23,50,100,11.88,BR,1698505105
313,thinadhoo,0.5333,72.9333,81.43,84,33,15.14,MV,1698505352
314,bikaner,28.0167,73.3,86.59,24,99,5.21,IN,1698505352
315,black mountain,35.6179,-82.3212,70.75,78,4,1.01,US,1698505144
316,tidjikja,18.5564,-11.4271,99.36,7,0,8.23,MR,1698505352
317,coquimbo,-29.9533,-71.3436,62.33,63,0,10.36,CL,1698505237
318,akureyri,65.6835,-18.0878,39.13,70,20,0.0,IS,1698505353
319,kiunga,-6.1219,141.2906,74.14,92,99,1.92,PG,1698505353
320,villa regina,-39.1,-67.0667,70.99,20,100,8.01,AR,1698505353
321,contamana,-7.3333,-75.0167,93.22,46,88,6.71,PE,1698505354
322,kodinsk,58.6881,99.1844,26.44,62,100,11.9,RU,1698505354
323,rikaze,29.25,88.8833,43.95,18,56,2.39,CN,1698505354
324,gulf shores,30.246,-87.7008,77.29,73,0,7.0,US,1698505354
325,san antonio de pale,-1.4014,5.6325,79.57,79,10,11.18,GQ,1698505354
326,tazovsky,67.4667,78.7,7.61,91,70,12.41,RU,1698505355
327,puerto san jose,13.9256,-90.8244,80.76,72,81,4.94,GT,1698505355
328,dudinka,69.4058,86.1778,8.67,99,90,3.0,RU,1698505355
329,veraval,20.9,70.3667,82.06,65,79,3.47,IN,1698505355
330,broome,42.2506,-75.833,72.46,78,100,12.66,US,1698505356
331,omdurman,15.6445,32.4777,94.73,25,100,12.8,SD,1698505356
332,al muwayh,22.4333,41.7583,81.41,32,76,9.01,SA,1698505356
333,labuan,5.2767,115.2417,82.76,88,20,0.0,MY,1698505355
334,howard springs,-12.497,131.047,84.11,79,36,5.06,AU,1698505357
335,san juan de miraflores,-12.1629,-76.9635,74.17,73,98,8.99,PE,1698505357
336,cannonvale,-20.2833,148.7,72.79,65,32,15.01,AU,1698505357
337,gevas,38.2968,43.1083,58.66,55,8,1.95,TR,1698505358
338,rosarito,32.3333,-117.0333,57.25,74,1,1.79,MX,1698505358
339,kuzma,46.8369,16.0833,60.94,76,33,3.8,SI,1698505358
340,fort bragg,35.139,-79.006,76.84,63,0,11.5,US,1698505358
341,brookings,44.3114,-96.7984,23.38,92,75,5.75,US,1698505080
342,ghanzi,-21.5667,21.7833,77.81,40,81,14.65,BW,1698505359
343,sao joao da barra,-21.6403,-41.0511,80.69,83,100,5.46,BR,1698505359
344,ada,43.4166,-116.1262,28.45,83,0,4.61,US,1698505359
345,jingmen,31.0336,112.2047,65.07,72,4,2.64,CN,1698505236
346,reni,45.4573,28.2932,67.46,33,5,7.25,UA,1698505359
347,lao cai,22.4833,103.95,74.1,98,100,1.23,VN,1698505360
348,nueva palestina,15.8,-92.75,73.87,81,41,4.52,MX,1698505360
349,arraial do cabo,-22.9661,-42.0278,78.76,88,75,23.02,BR,1698505321
350,la sarre,48.8002,-79.1996,31.91,69,99,13.62,CA,1698505146
351,hithadhoo,-0.6,73.0833,80.91,84,35,15.66,MV,1698505360
352,byndoor,13.8667,74.6333,79.77,73,49,2.08,IN,1698505360
353,burela de cabo,43.65,-7.4,59.18,88,100,18.88,ES,1698505361
354,rafsanjan,30.4067,55.9939,72.7,26,0,5.7,IR,1698505361
355,gaalkacyo,6.7697,47.4308,79.18,75,100,16.78,SO,1698505361
356,ad dujayl,33.8467,44.2344,82.99,28,27,8.55,IQ,1698505361
357,pisco,-13.7,-76.2167,72.01,88,75,6.91,PE,1698505361
358,tadine,-21.55,167.8833,72.03,91,4,7.92,NC,1698505362
359,nurota,40.5614,65.6886,70.88,34,100,4.32,UZ,1698505362
360,villarrubia de los ojos,39.2209,-3.608,64.92,49,45,17.56,ES,1698505362
361,hermanus,-34.4187,19.2345,59.76,63,81,18.81,ZA,1698505362
362,taghazout,30.5426,-9.7112,77.77,71,99,10.56,MA,1698505362
363,kudahuvadhoo,2.6708,72.8944,82.29,79,58,13.76,MV,1698505362
364,barra,-11.0894,-43.1417,94.32,33,59,9.37,BR,1698505363
365,vila franca do campo,37.7167,-25.4333,68.41,99,91,11.1,PT,1698505363
366,krasnogorskiy,54.6025,61.231,28.56,97,100,8.88,RU,1698505363
367,wailua homesteads,22.0669,-159.378,70.23,73,57,2.77,US,1698505363
368,afonso claudio,-20.0742,-41.1239,81.81,71,100,5.19,BR,1698505363
369,montalvo,-1.8,-79.3333,74.98,96,100,1.7,EC,1698505364
370,lethem,3.3803,-59.7968,94.75,42,95,10.65,GY,1698505364
371,teguise,29.0605,-13.564,71.82,69,20,18.41,ES,1698505364
372,mohr,54.3528,9.7167,48.34,93,100,10.36,DE,1698505364
373,touros,-5.1989,-35.4608,85.41,55,18,18.75,BR,1698505081
374,turochak,52.2576,87.1224,26.6,55,11,1.54,RU,1698505364
375,bajina basta,43.9708,19.5675,65.5,65,35,3.74,RS,1698505365
376,francistown,-21.17,27.5079,96.89,9,7,6.31,BW,1698505365
377,sommatino,37.3359,13.9967,73.31,71,58,12.97,IT,1698505365
378,bergama,39.1207,27.1805,73.4,66,8,8.52,TR,1698505365
379,constitucion,-35.3333,-72.4167,53.74,94,100,28.54,CL,1698505238
380,ponta delgada,37.7333,-25.6667,68.72,77,40,16.11,PT,1698505365
381,ksar el kebir,35.0017,-5.9053,73.45,50,19,7.16,MA,1698505366
382,urangan,-25.3,152.9,68.76,65,0,19.13,AU,1698505207
383,ketchikan,55.3422,-131.6461,32.47,86,0,4.61,US,1698505366
384,balykshi,47.0667,51.8667,53.6,100,100,11.18,KZ,1698505366
385,gua musang,4.8823,101.9644,74.03,98,98,1.14,MY,1698505366
386,strezhevoy,60.7333,77.5889,12.96,92,12,5.01,RU,1698505366
387,padang,-0.9492,100.3543,80.65,89,33,4.47,ID,1698505367
388,shahada,21.55,74.4667,80.62,29,55,6.51,IN,1698505367
389,hopelchen,19.7667,-89.85,83.66,57,51,6.87,MX,1698505367
390,ugoofaaru,5.6667,73.0,82.99,74,31,8.75,MV,1698505367
391,tarawa,1.419,172.984,80.69,94,20,2.3,KI,1698505367
392,takestan,36.0696,49.6959,66.33,23,0,7.16,IR,1698505367
393,sora,41.7157,13.6141,69.55,74,58,4.63,IT,1698505367
394,prince rupert,54.3161,-130.3201,40.69,84,0,8.05,CA,1698505368
395,sao vicente,-23.9631,-46.3919,89.78,49,100,6.91,BR,1698505368
396,acajutla,13.5928,-89.8275,83.89,65,88,5.93,SV,1698505368
397,kerikeri,-35.2268,173.9474,54.91,90,100,3.0,NZ,1698505216
398,yashkul',46.1711,45.3435,68.99,55,100,17.6,RU,1698505369
399,westport,41.1415,-73.3579,76.48,69,0,4.0,US,1698505369
400,vacaria,-28.5122,-50.9339,60.26,97,100,9.28,BR,1698505369
401,da nang,16.0678,108.2208,80.58,89,20,2.3,VN,1698505369
402,belyayevka,51.3974,56.4096,34.72,99,95,5.82,RU,1698505369
403,mao,39.8885,4.2658,72.16,64,20,17.27,ES,1698505370
404,sampit,-2.5333,112.95,77.54,87,15,3.27,ID,1698505370
405,zima,53.9202,102.0442,23.32,83,93,3.56,RU,1698505370
406,moroni,-11.7022,43.2551,80.29,78,27,0.98,KM,1698505370
407,belabo,4.9333,13.3,87.64,47,41,4.7,CM,1698505370
408,sosnogorsk,63.6023,53.8817,21.54,89,99,5.01,RU,1698505370
409,quinte west,44.1834,-77.5662,57.78,57,20,19.57,CA,1698505371
410,kristiansund,63.1115,7.732,39.25,56,0,3.44,NO,1698505371
411,bonthe,7.5264,-12.505,84.56,68,66,10.2,SL,1698505371
412,antsiranana,-12.2787,49.2917,83.16,65,40,9.22,MG,1698505371
413,antofagasta,-23.65,-70.4,63.68,71,17,10.56,CL,1698505211
414,mata-utu,-13.2816,-176.1745,80.69,82,42,13.6,WF,1698505371
415,darzab,35.9774,65.3783,67.75,31,63,6.58,AF,1698505372
416,kavaratti,10.5669,72.642,84.16,66,67,2.68,IN,1698505372
417,polokwane,-23.9045,29.4688,90.45,17,0,9.22,ZA,1698505372
418,qarauyl,48.9451,79.255,32.23,41,100,6.89,KZ,1698505372
419,meadow lakes,61.6247,-149.6011,32.63,73,100,1.21,US,1698505372
420,calamar,10.2511,-74.9146,79.18,84,100,6.96,CO,1698505373
421,flin flon,54.7682,-101.865,19.24,86,75,2.3,CA,1698505373
422,boguchany,58.3814,97.4531,23.86,63,100,11.01,RU,1698505373
423,hacilar,38.6463,35.4494,65.89,24,0,5.75,TR,1698505374
424,slantsy,59.1182,28.0914,32.27,87,97,3.98,RU,1698505374
425,kone,-21.0595,164.8658,71.22,80,72,6.64,NC,1698505374
426,gateway,26.5776,-81.7504,83.95,70,0,18.41,US,1698505374
427,kamin-kashyrskyi,51.6241,24.9586,46.09,82,100,8.01,UA,1698505375
428,saint-denis,48.9167,2.3333,57.07,88,100,14.97,FR,1698505375
429,nabire,-3.3667,135.4833,77.07,89,100,3.8,ID,1698505375
430,saint-joseph,-21.3667,55.6167,77.38,85,32,9.35,RE,1698505375
431,chibougamau,49.9168,-74.3659,33.42,93,100,10.36,CA,1698505375
432,magallanes,9.02,125.5172,75.33,93,18,3.96,PH,1698505376
433,manado,1.487,124.8455,74.17,83,20,2.3,ID,1698505376
434,easton,40.6884,-75.2207,76.21,66,0,5.01,US,1698505144
435,homer,59.6425,-151.5483,40.8,80,100,8.01,US,1698505376
436,wichian buri,15.6578,101.106,77.68,87,94,1.23,TH,1698505376
437,abu dhabi,24.4667,54.3667,87.91,54,0,6.91,AE,1698505302
438,dzuunharaa,48.8523,106.4579,29.08,66,59,7.07,MN,1698505377
439,palmer,42.1584,-72.3287,74.48,63,20,5.75,US,1698505377
440,bykovo,55.6361,38.0803,32.56,99,100,8.95,RU,1698505377
441,saldanha,-33.0117,17.9442,69.85,61,0,32.91,ZA,1698505377
442,fisterra,42.9049,-9.2629,62.02,87,100,32.53,ES,1698505378
443,sodra sandby,56.5667,16.6167,42.89,86,89,7.99,SE,1698505378
444,vorkuta,67.5,64.0,11.7,96,100,4.92,RU,1698505378
445,hanko,59.8333,22.95,33.98,76,99,15.01,FI,1698505378
446,guerrero negro,27.9769,-114.0611,65.68,74,0,12.53,MX,1698505378
447,melfi,40.9965,15.6514,72.16,55,80,10.71,IT,1698505378
448,blagoveshchensk,50.2667,127.5333,41.61,42,0,6.71,RU,1698505378
449,douentza,14.9951,-2.9517,100.24,8,100,6.67,ML,1698505378
450,san luis de la loma,17.2706,-100.8939,81.68,78,100,2.19,MX,1698505379
451,kuragino,53.8975,92.6725,29.75,52,78,4.7,RU,1698505379
452,la'ie,21.6477,-157.9253,75.16,72,39,5.55,US,1698505379
453,winnemucca,40.973,-117.7357,26.65,68,0,11.5,US,1698505211
454,talnakh,69.4865,88.3972,1.2,92,78,1.86,RU,1698505286
455,kirillov,59.863,38.3813,26.98,90,98,5.88,RU,1698505379
456,konarka,19.9,86.1167,75.6,66,3,3.74,IN,1698505380
457,charters towers,-20.1,146.2667,66.51,72,66,15.01,AU,1698505380
458,santo antonio,-6.3106,-35.4789,91.98,35,9,19.39,BR,1698505380
459,alice,27.7523,-98.0697,83.55,94,100,11.5,US,1698505222
460,labrador city,52.9463,-66.9114,42.71,87,75,13.8,CA,1698505223
461,stettler,52.3168,-112.7186,25.75,93,100,10.36,CA,1698505299
462,arkhangel'sk,64.5401,40.5433,24.13,81,100,10.78,RU,1698505238
463,ancud,-41.8697,-73.8203,45.84,75,100,25.72,CL,1698505381
464,kovdor,67.5662,30.4758,9.5,99,76,0.72,RU,1698505381
465,lodja,-3.4833,23.4333,82.71,67,77,2.89,CD,1698505381
466,queenstown,-31.8976,26.8753,49.77,74,100,10.98,ZA,1698505382
467,joshimath,30.5667,79.5667,56.28,69,44,3.24,IN,1698505382
468,val-d'or,48.1002,-77.7828,33.89,93,75,11.5,CA,1698505146
469,olyokminsk,60.3736,120.4264,28.65,80,100,6.71,RU,1698505382
470,manokwari,-0.8667,134.0833,78.17,84,100,4.83,ID,1698505382
471,taltal,-25.4,-70.4833,64.31,66,13,5.55,CL,1698505383
472,jackson,42.4165,-122.8345,34.86,93,0,3.47,US,1698505311
473,kyren,51.6828,102.1408,23.95,93,97,1.99,RU,1698505383
474,laguna,38.421,-121.4238,49.08,89,0,5.75,US,1698505383
475,kyshtovka,56.555,76.6271,20.34,94,16,4.0,RU,1698505383
476,kotabumi,-4.8333,104.9,75.7,76,42,5.26,ID,1698505384
477,votkinsk,57.0486,53.9872,25.77,96,100,9.28,RU,1698505384
478,mcpherson,38.3708,-97.6642,34.72,78,25,13.47,US,1698505384
479,mili,6.0815,171.735,82.9,73,94,8.59,MH,1698505384
480,mirnyy,62.5353,113.9611,15.24,56,15,4.0,RU,1698505384
481,santa elena de uairen,4.6167,-61.1333,84.45,40,96,7.07,VE,1698505385
482,mundri,-6.9558,111.71,80.42,67,12,6.08,ID,1698505385
483,mount pearl,47.5166,-52.7813,51.85,98,100,20.71,CA,1698505385
484,ndofane,13.9167,-15.9333,96.55,33,38,8.57,SN,1698505385
485,pangody,65.85,74.4859,14.59,96,95,10.2,RU,1698505385
486,carutapera,-1.195,-46.02,91.04,52,15,12.33,BR,1698505316
487,sebastopol,44.6,33.5333,64.0,62,15,4.27,UA,1698505386
488,oropesa del mar,40.1,0.15,79.03,42,0,20.15,ES,1698505386
489,puerto baquerizo moreno,-0.9,-89.6,76.19,83,75,16.11,EC,1698505386
490,tanout,14.9709,8.8879,93.63,8,99,3.0,NE,1698505386
491,khanty-mansiysk,61.0042,69.0019,15.91,73,20,0.0,RU,1698505386
492,madhupur,24.25,86.65,72.79,53,5,5.01,IN,1698505387
493,zemio,5.0314,25.1361,74.77,85,75,0.96,CF,1698505387
494,prado,-17.3411,-39.2208,81.82,68,90,10.2,BR,1698505387
495,buka,40.8108,69.1986,71.35,36,100,2.53,UZ,1698505387
496,gwadar,25.1216,62.3254,80.91,70,0,11.88,PK,1698505388
497,mountain home,43.133,-115.6912,26.08,79,0,17.27,US,1698505173
498,karratha,-20.7377,116.8463,81.21,76,60,13.35,AU,1698505388
499,tynda,55.1667,124.7167,20.8,93,100,2.59,RU,1698505388
500,pemangkat,1.1667,108.9667,79.45,81,100,3.47,ID,1698505389
501,ardanuc,41.1274,42.0629,67.37,57,77,2.17,TR,1698505389
502,brisas de zicatela,15.8369,-97.0419,83.12,68,100,3.11,MX,1698505389
503,faya-largeau,17.9257,19.1043,96.84,11,59,11.54,TD,1698505389
504,christchurch,-43.5333,172.6333,48.9,72,8,3.0,NZ,1698505244
505,bor,56.3567,44.0669,32.0,96,100,11.9,RU,1698505390
506,san andres,12.5847,-81.7006,82.42,83,20,4.61,CO,1698505390
507,srinagar,34.0833,74.8167,57.42,37,2,2.68,IN,1698505376
508,port-vila,-17.7338,168.3219,71.2,94,40,2.3,VU,1698505390
509,haenam,34.5711,126.5989,57.02,83,4,4.03,KR,1698505390
510,praia da vitoria,38.7333,-27.0667,68.25,64,40,20.8,PT,1698505391
511,point fortin,10.1833,-61.6833,92.21,65,94,8.05,TT,1698505391
512,amboasary,-25.0333,46.3833,80.89,63,0,13.94,MG,1698505391
513,barranca,-10.75,-77.7667,70.05,74,100,7.05,PE,1698505391
514,simanggang,1.2472,111.4528,78.78,94,84,0.0,MY,1698505392
515,rostovka,55.3842,71.8891,22.21,85,21,5.99,RU,1698505392
516,enzan,35.7,138.7333,57.9,65,79,2.59,JP,1698505392
517,ngereklmadel,7.4883,134.4856,80.65,77,100,0.45,PW,1698505392
518,estacion santa engracia,24.0159,-99.2015,75.31,67,22,5.84,MX,1698505392
519,yakeshi,49.2833,120.7333,37.81,53,96,5.06,CN,1698505392
520,horta,38.5333,-28.6333,65.84,68,40,16.11,PT,1698505393
521,sittwe,20.15,92.9,79.25,78,6,7.61,MM,1698505393
522,longboat key,27.4125,-82.659,83.28,68,0,11.5,US,1698505100
523,sao felix do xingu,-6.6447,-51.995,102.92,25,5,4.61,BR,1698505265
524,yeniseysk,58.4497,92.1703,26.94,70,99,14.0,RU,1698505393
525,mourmelon-le-grand,49.1326,4.3642,56.88,82,100,11.5,FR,1698505394
526,winnetka,42.1081,-87.7359,44.26,72,20,10.36,US,1698505213
527,santa ines,-3.6667,-45.38,100.72,29,60,7.2,BR,1698505327
528,kapa'a,22.0752,-159.319,71.58,71,60,3.13,US,1698505394
529,colonia menno,-22.3667,-59.8167,86.54,54,100,15.43,PY,1698505394
530,sayat,38.7839,63.8803,76.87,25,100,5.08,TM,1698505394
531,weno,7.4515,151.8468,81.91,80,100,8.86,FM,1698505395
532,lycksele,64.5954,18.6735,25.43,93,20,2.3,SE,1698505395
533,mogocha,53.7333,119.7667,31.66,69,100,1.1,RU,1698505395
534,garissa,-0.4536,39.6401,89.65,44,98,19.86,KE,1698505395
535,lucapa,-8.4192,20.7447,81.75,53,24,2.82,AO,1698505396
536,bereznik,62.8551,42.7072,27.23,63,100,9.35,RU,1698505396
537,tshabong,-26.05,22.45,86.34,11,0,20.71,BW,1698505350
538,eraan,9.0629,117.7016,79.52,85,6,2.35,PH,1698505396
539,mugia,43.1041,-9.2179,62.17,82,100,35.9,ES,1698505217
540,goure,13.9835,10.2704,96.35,10,96,2.62,NE,1698505323
541,hilo,19.7297,-155.09,71.26,87,0,3.0,US,1698505224
542,bintulu,3.1667,113.0333,79.21,94,20,3.44,MY,1698505397
543,windhoek,-22.5594,17.0832,93.69,6,0,9.22,NA,1698505397
544,yanbu,24.0891,38.0637,95.04,38,20,11.5,SA,1698505346
545,gangolli,13.65,74.6667,79.48,77,56,1.59,IN,1698505398
546,aljezur,37.3191,-8.8033,69.13,70,2,13.18,PT,1698505398
547,siocon,7.7061,122.1353,79.03,86,19,2.1,PH,1698505398
548,hasaki,35.7333,140.8333,57.6,71,7,12.62,JP,1698505398
549,hengchun,22.0042,120.7439,76.39,77,64,19.42,TW,1698505399
550,tamiahua,21.2667,-97.45,76.96,88,92,5.82,MX,1698505399
551,katsuura,35.1333,140.3,62.51,77,4,9.4,JP,1698505368
552,tyukalinsk,55.8732,72.1967,21.74,88,13,5.3,RU,1698505399
553,jutai,-5.1833,-68.9,95.65,43,92,3.62,BR,1698505400
554,taseyevo,57.2169,94.8978,28.35,50,75,15.01,RU,1698505400
555,mhangura,-16.8939,30.1683,91.44,17,4,7.63,ZW,1698505400
556,palikir - national government center,6.9248,158.1611,81.63,70,50,1.39,FM,1698505400
557,chayan,43.0297,69.3772,66.69,45,100,4.25,KZ,1698505401
558,sungai penuh,-2.0833,101.3833,65.19,83,31,3.29,ID,1698505401
559,itoman,26.1247,127.6694,73.42,60,40,3.44,JP,1698505401
560,jamaame,0.0697,42.745,81.34,74,11,9.75,SO,1698505401
561,port douglas,-16.4833,145.4667,74.44,74,75,12.8,AU,1698505402
562,zambezi,-13.5432,23.1047,88.45,30,70,6.89,ZM,1698505402
563,yanam,16.7333,82.2167,77.72,78,5,3.94,IN,1698505402
564,togur,58.3631,82.8265,19.15,89,73,5.01,RU,1698505402
565,lagoa,39.05,-27.9833,63.52,64,100,21.83,PT,1698505402
566,vilyuysk,63.7553,121.6247,27.0,95,100,4.0,RU,1698505403
567,kenai,60.5544,-151.2583,35.15,95,100,5.82,US,1698505403
568,spanish wells,26.323,-81.7957,82.38,60,0,18.41,US,1698505403
569,grand falls-windsor,48.9332,-55.6649,50.5,96,100,4.0,CA,1698505404
570,vernal,40.4555,-109.5287,42.51,53,100,12.66,US,1698505404
